Question,Class,Head,Head_POS,Neck_Label,Root_POS,PER,LOC,OBJ,TEM,NUM
How is Answers.com funded ?,DESC,How,WRB,auxpass,VBN,0,1,0,0,0
How do you find the area of a circle ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What do the red-and-white stripes on a barbershop pole stand for ?,DESC,What,WP,np,VB,0,0,0,0,0
What was the '' Dead Man's Hand '' ?,DESC,What,WP,ROOT,VBD,0,1,0,0,0
How do I find a web address for a company ?,DESC,How,WRB,aux,VB,0,0,0,0,0
Where did the marriage ceremony come from ?,DESC,Where,WRB,aux,VB,0,0,0,0,0
Colin Powell is famous for what ?,DESC,Colin,NNP,np,VBZ,1,0,0,0,0
What is a specimen of basidiomycetes ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are faults in the earth's crust ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
What was an '' Asiento '' ?,DESC,What,WP,ROOT,VBD,0,0,0,0,0
What kind of greeting is appropriate to send on Yom Kippur ?,DESC,What,WDT,np,VBZ,0,0,0,1,0
What is dextropropoxyphen napsylate ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is Srpska Krajina ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
How was the Kennedy money made ?,DESC,How,WRB,auxpass,VBN,1,0,0,0,0
What does Esa-Pekka Salonen look like ?,DESC,What,WP,aux,VB,0,1,0,0,0
How did water appear on the earth ?,DESC,How,WRB,aux,VB,0,1,0,0,0
What does Robert mean ?,DESC,What,WP,aux,VB,1,0,0,0,0
How do anti-locking brakes work ?,DESC,How,WRB,np,VBP,0,0,0,0,0
How does the chain of command work inside an US army Apache helicopter ?,DESC,How,WRB,ROOT,VBZ,0,1,1,0,0
What is a hormone ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is fellatio ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What characteristics contribute to its '' intelligence '' ?,DESC,What,WP,np,VBP,0,0,0,0,0
How were the days of the week named ?,DESC,How,WRB,ROOT,VBD,0,0,0,1,0
What is fiber in food ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the S&P 500 used for ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does '' Philebus-like '' mean ?,DESC,What,WP,aux,VB,0,0,0,0,0
What is nuclear proliferation ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why do you say '' God bless you '' when people sneeze ?,DESC,Why,WRB,aux,VBP,0,0,0,0,0
What does '' E Pluribus Unum '' on the penny mean ?,DESC,What,WP,aux,VB,0,0,0,0,0
What's the difference between TFT and dual-scan display ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What is the English meaning of caliente ?,DESC,What,WP,ROOT,VBZ,0,0,1,0,0
What does the word '' opera '' mean ?,DESC,What,WP,np,VB,0,0,0,0,0
How do you ask questions ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How can you become an FBI agent ?,DESC,How,WRB,aux,VB,0,1,0,0,0
Where did the energy for the Big Bang come from ?,DESC,Where,WRB,aux,VBD,0,0,0,0,0
What is the difference between the Koran and The Bible ?,DESC,What,WP,ROOT,VBZ,0,0,1,0,0
What is idealab ! ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What caused the division between the Anglicans and the Vatican ?,DESC,What,WP,ROOT,VBD,1,0,0,0,0
Why was Curious George curious ?,DESC,Why,WRB,ROOT,VBD,0,0,0,0,0
How did U.S.A become involved in the Barbary Wars,DESC,How,WRB,aux,VB,0,1,0,0,0
What do you know about multicultural and multilingual schools ?,DESC,What,WP,aux,VB,0,0,0,0,0
What is the origin of U.S. Army sergeant's stripes ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What causes headaches ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the Order of the Arrow in Boy Scouts ?,DESC,What,WP,ROOT,VBZ,0,0,1,0,0
What is an aurora ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What made the short-lived Star Hawks strip so unique ?,DESC,What,WP,ROOT,VBD,0,1,0,0,0
What was the Long March in China ?,DESC,What,WP,ROOT,VBD,0,1,0,0,0
What do a diamond and lump of coal have in common ?,DESC,What,WP,np,VBP,0,0,0,0,0
What effect does LSD have on the brain ?,DESC,What,WDT,np,VB,0,1,0,0,0
What is a horologist ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What was the effect of the Yalta Conference ?,DESC,What,WP,ROOT,VBD,0,1,0,0,0
What do the figures represent on the Easter Island ?,DESC,What,WP,aux,VBP,0,1,0,0,0
How does a submarine operate ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How is Paraguay for vacations ?,DESC,How,WRB,ROOT,VBZ,0,1,0,0,0
How do I get a complete list of all the people that are living with the last name Kilvington ?,DESC,How,WRB,aux,VB,0,1,0,0,0
Define Sinn Fein .,DESC,Define,NNP,nc,NNP,0,1,0,0,0
What is in baby powder and baby lotion that makes it smell the way it does ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is probability theory ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How can I look up someone's E-mail address on the Internet ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How do you tell somebody you like them ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the origin of thank you notes ?,DESC,What,WP,ccomp,NNS,0,0,0,0,0
Why do roosters sing at five o 'clock in the morning ?,DESC,Why,WRB,aux,VB,0,0,0,0,1
What features of the African elephant are larger than those of the Indian elephant ?,DESC,What,WP,np,VBP,1,0,0,0,0
What is the poetic meter of blank verse ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the history of the soft drink Mr. Pibb ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What is platinum ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Describe the Long March .,DESC,Describe,VB,np,VB,0,0,0,1,0
Why are eggs supposed to be stored small end down ?,DESC,Why,WRB,auxpass,VBN,0,0,0,0,0
What does the double-O indicate in 007 ?,DESC,What,WP,aux,VBP,0,0,0,0,1
What is an aortic abdominal aneurysm ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are chloroplasts ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
How do I legally make my own will and testament ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How do you make the color purple ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How can I search for a word within my own webpage ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What are my legal rights in an automobile repossession in California ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
What films featured the character Popeye Doyle ?,ENTY,What,WP,np,VBD,1,0,0,0,0
What fowl grabs the spotlight after the Chinese Year of the Monkey ?,ENTY,What,WDT,np,VBZ,0,0,1,0,0
What is considered the costliest disaster the insurance industry has ever faced ?,ENTY,What,WP,auxpass,VBN,0,0,0,0,0
What articles of clothing are tokens in Monopoly ?,ENTY,What,WDT,np,NNS,0,1,0,0,0
What's the second-most-used vowel in English ?,ENTY,What,WP,ROOT,VBZ,0,0,1,0,1
Name a golf course in Myrtle Beach .,ENTY,Name,VB,np,VB,0,1,0,0,0
What does a spermologer collect ?,ENTY,What,WP,aux,VB,0,0,0,0,0
In what religion was Isis the nature goddess ?,ENTY,In,IN,np,VBD,1,0,0,0,0
What relative of the racoon is sometimes known as the cat-bear ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What was cash-conscious Colonel Edwin L. Drake the first to drill ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,1
What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,ENTY,What,WDT,np,VBD,1,0,1,0,0
What weapon is the mythological character Apollo most proficient with ?,ENTY,What,WDT,np,VBZ,0,1,0,0,0
What's the only color Johnny Cash wears on stage ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What's the term for a young fox ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What does the six-footed Musca domestica become when it enters a house ?,ENTY,What,WP,aux,VBD,0,1,0,0,1
The corpus callosum is in what part of the body ?,ENTY,The,DT,nc,VBZ,0,0,0,0,0
What is Nebraska's most valuable resource ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What was the first domesticated bird ?,ENTY,What,WP,ROOT,VBD,0,0,0,0,1
What is a fear of shadows ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,ENTY,What,WP,nc,VBZ,1,0,0,0,0
What kind of animals were in the Paleozoic era ?,ENTY,What,WDT,np,VBD,0,1,0,0,0
What is a female rabbit called ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What's the only work by Michelangelo that bears his signature ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What is the largest snake in the world ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
In what medium is Stuart Hamblen considered to be the first singing cowboy ?,ENTY,In,IN,np,VBD,1,0,0,0,1
What's the common name for acetylsalicylic acid ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
Which two products use a tiger as their symbol ?,ENTY,Which,WDT,np,VBP,0,0,0,0,1
What novel inspired the movie BladeRunner ?,ENTY,What,WDT,np,VBD,0,1,0,0,0
What is a film starring Jude Law ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What Hollywood dog died in the arms of Jean Harlow in 1932 ?,ENTY,What,WP,nc,VBD,1,1,0,1,0
What are the most common elements in the Earth's crust ?,ENTY,What,WP,ROOT,VBP,0,1,0,0,0
What was the name of the '' Little Rascals '' dog ?,ENTY,What,WP,ROOT,VBD,0,1,0,0,0
What Broadway musical was inspired by Cervantes's Don Quixote ?,ENTY,What,WP,np,VBN,1,0,1,0,0
What part of your body contains the corpus callosum ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What album put The Beatles on the cover of Time in 1967 ?,ENTY,What,WDT,np,VBD,1,1,0,1,0
What war did the Wanna-Go-Home Riots occur after ?,ENTY,What,WDT,np,VBP,0,0,1,0,0
What's the colored part of the eye called ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
On what T.V. show could Tom Terrific be found ?,ENTY,On,IN,np,VBN,1,1,0,0,0
What therapy attempts to elicit the '' primal scream '' ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What dangles over the tongue from the palate ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What is a ball that hits the foul pole called ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,ENTY,What,WP,ROOT,VBP,0,1,0,0,0
What was the education system in the 1960's ?,ENTY,What,WP,ROOT,VBD,0,0,0,1,0
What shrubs can be planted that will be safe from deer ?,ENTY,What,WDT,nc,VBN,0,0,0,0,0
Name a technique widely used to detect birth defects ?,ENTY,Name,VB,np,VB,0,0,0,0,0
What four forms does gold occur in ?,ENTY,What,WDT,np,VB,0,0,0,0,1
What's the slowest Olympic swimming stroke ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What disease is transmitted by the Anopheles mosquito ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What rum is so '' mixable '' it is a one-brand bar ?,ENTY,What,WDT,np,VBZ,0,0,0,0,1
What instrument is Ray Charles best known for playing ?,ENTY,What,WDT,np,VBZ,1,0,0,0,0
What is the mascot for Notre Dame University ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
To what does Microsoft's Windows 3 owe its success ?,ENTY,To,IN,nc,IN,0,1,1,0,0
What did brontosauruses eat ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What color bottles do good Rhine wines come in ?,ENTY,What,WDT,nc,VBP,0,0,0,0,0
What is the lowest level of the American judiciary ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What's the official animal of Canada ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What animal has the biggest eyes ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What do Italians call Florence ?,ENTY,What,WP,aux,VB,1,1,0,0,0
What's the term for a bet before cards are dealt ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What is Latin for incompetent ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What chemicals are used in lethal injection ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What board game does a '' wood-pusher '' play poorly ?,ENTY,What,WDT,nc,VBZ,0,0,0,0,0
What are the 7 articles of the constitution ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,1
What is the fastest commercial automobile that can be bought in the US ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What is the best way to remove wallpaper ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What are Halloween's colors ?,ENTY,What,WP,ROOT,VBP,0,0,0,1,0
What creature scares people in the film '' Jaws '' ?,ENTY,What,WDT,np,NNP,0,0,0,0,0
What are the four elements ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,1
What's the tallest piece on a chessboard ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What product did Robert Conrad dare people to knock off his shoulder ?,ENTY,What,WDT,np,VB,1,0,0,0,0
What are the different approaches of systems analysis ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,0
What are the developmental stages of a swimmer ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,0
What gaming devices were dubbed '' Mississippi marbles '' and '' Memphis dominoes '' ?,ENTY,What,WDT,np,VBN,0,1,0,0,0
What Jewish holiday saw the start of the 1973 Mideast War ?,ENTY,What,WDT,np,VBD,1,0,1,1,0
What is Dudley Do-Right's horse's name ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What TV game show once saw a contestant admit to picking his toes in the shower ?,ENTY,What,WDT,nc,VBD,0,0,0,0,0
What war did Florence Nightingale tend the troops in ?,ENTY,What,WDT,np,VB,0,1,0,0,0
What is the fear of cockroaches called ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What CBS soap opera was interrupted by the bulletin of John F. Kennedy's assassination ?,ENTY,What,WP,np,VBN,1,1,0,0,0
What film did Lee Marvin win the 1965 best actor Oscar for ?,ENTY,What,WDT,np,VB,1,0,0,1,0
What product does '' Mrs. Olsen '' promote ?,ENTY,What,WDT,np,VB,1,0,0,0,0
What's the most powerful card in Euchre ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What crop failure caused the Irish Famine ?,ENTY,What,WDT,nc,VBD,0,1,0,0,0
What is the longest-running television series ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What predators exist on Antarctica ?,ENTY,What,WP,np,VBP,0,1,0,0,0
What beer advertised that it had '' three rings '' ?,ENTY,What,WDT,np,VBD,0,0,0,0,1
What golfing accessory was patented by George Grant on December 12,ENTY,What,WDT,nc,VBN,1,0,0,1,0
What are the different types of plastic ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,0
What movie tour of the Roman empire features the admonition : '' Row well and live '' ?,ENTY,What,WDT,nc,VBZ,1,0,0,0,0
What kind of animal is Babar ?,ENTY,What,WDT,np,VBZ,1,0,0,0,0
What killed Bob Marley ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,0
What do bicornate animals have two of ?,ENTY,What,WP,aux,VBP,0,0,0,0,1
What is a fear of weakness ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What song served as the closing theme of The Johnny Cash Show ?,ENTY,What,WDT,np,VBD,0,0,1,0,0
What field sport did dentist William Beers promote and write a standard book of rules for ?,ENTY,What,WDT,nc,VBP,1,0,0,0,0
What musical instrument did Prewitt play in James Jones's From Here to Eternity ?,ENTY,What,WDT,np,VB,1,0,0,0,0
Where does your hair grow the fastest ?,ENTY,Where,WRB,aux,VB,0,0,0,0,0
What film marked Robert Redford's directorial debut ?,ENTY,What,WDT,np,VBD,1,0,0,0,0
What film or films has Jude Law appeared in ?,ENTY,What,WDT,np,VBD,1,0,0,0,0
What's the most commonly-spoken language in Belgium ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What cocktail do you concoct with whisky and sweet vermouth ?,ENTY,What,WDT,np,VB,0,0,0,0,0
How do you say '' fresh '' in Spanish ?,ENTY,How,WRB,aux,VB,0,0,1,0,0
What movie did Madilyn Kahn star in with Gene Wilder ?,ENTY,What,WDT,np,NN,1,0,0,0,0
What type of bridge is the Golden Gate Bridge ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What was the first Lifesaver flavor ?,ENTY,What,WP,ROOT,VBD,0,0,0,0,1
What is the Jewish bible called ?,ENTY,What,WP,ROOT,VBZ,1,0,0,0,0
What does the Statue of Liberty wear on her feet ?,ENTY,What,WP,aux,NN,0,0,0,0,0
What was the name of Betty Boop's dog ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,0
What was the Bridge of San Luis Rey made of ?,ENTY,What,WP,np,VBD,0,0,0,0,0
What is Grenada's main commodity export ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What '' magic '' does Mandrake employ ?,ENTY,What,WP,np,VBZ,0,0,0,0,0
What product on the market is good for hiding facial scars ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
Name a movie about the Sioux Indians starring Kevin Costner .,ENTY,Name,VB,np,VB,1,0,0,0,0
What is a fear of thunder ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What animal has killed the most people ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What kind of file has the extension .dbf ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,0
Name a film in which Jude Law acted .,ENTY,Name,VB,np,VB,1,0,0,0,0
What is a fear of bees ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,ENTY,What,WP,nc,VBZ,1,0,0,0,0
What does a chairbound basophobic fear ?,ENTY,What,WP,intj,WP,0,0,0,0,0
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,ENTY,What,WDT,np,VBP,1,1,0,0,0
What fastener did Whitcomb Judson patent in 1893 ?,ENTY,What,WDT,np,NN,1,0,0,1,0
What does ribavirin consist of ?,ENTY,What,WP,aux,VB,0,0,0,0,0
Name the soft drink that is '' number one in the sun . '',ENTY,Name,VB,np,VB,0,0,0,0,1
What was the name of that popular song the Creeps sang ?,ENTY,What,WP,ROOT,VBD,0,0,0,0,0
What is a fear of being alone ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What do you get by adding Lactobacillus bulgaricus to milk ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What plant has the largest seed ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What's approaching when a cyclist shouts : '' Oil '' ?,ENTY,What,WP,aux,NN,0,0,0,0,0
What kind of sport is often associated with hooligans ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What is the longest word in the English language ?,ENTY,What,WP,ROOT,VBZ,0,0,1,0,0
What is '' the bear of beers '' ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
Name the operating system that runs on IBM-compatible machines .,ENTY,Name,VB,np,VB,0,1,0,0,0
What color of dry wine should be served with veal roasts and chops ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What is a golf ball made of ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What sign is The Water Carrier the zodiacal symbol for ?,ENTY,What,WDT,np,VBZ,0,0,1,0,0
What animals do you find in the stock market ?,ENTY,What,WDT,np,VB,0,0,0,0,0
What did Shostakovich write for Rostropovich ?,ENTY,What,WP,aux,VB,1,0,0,0,0
What is the second hardest substance ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,1
What two colors are you blind to if you suffer from protanopia ?,ENTY,What,WP,np,VBP,0,0,0,0,1
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,0
What do flatfish eat ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What can I use to remove the stubborn gummed labels from some diskettes ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What sport do you shag flies in ?,ENTY,What,WDT,np,VB,0,0,0,0,0
What kind of wine is Spumante ?,ENTY,What,WDT,np,VBZ,1,0,0,0,0
How do you say I love you in Spanish ?,ENTY,How,WRB,aux,VB,0,0,1,0,0
What is the most advanced handheld calculator in the world ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What is the belt of low pressure around the equator called ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
Name a tiger that is extinct .,ENTY,Name,VB,np,VB,0,0,0,0,0
What kind of books does Fodor's publish ?,ENTY,What,WDT,np,VBZ,0,1,0,0,0
What is a fear of passing high objects ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What is the rarest coin ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What Judith Rossner novel was made into a film starring Diane Keaton ?,ENTY,What,WP,nc,VBN,1,0,0,0,0
What is a fear of parasites ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
In what Olympic Games did Nadia Comaneci become popular ?,ENTY,In,IN,np,VB,0,1,1,0,0
What 2 statues did France give to other countries ?,ENTY,What,WP,np,VB,0,1,0,0,1
Name the disposable razor that '' costs about 19 cents . '',ENTY,Name,VB,np,VB,0,0,0,0,1
What is the fear of being loved ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What type of food makes you fat ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What are the shortest and the longest songs ever produced ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,0
What letter is to the right of K on a typewriter keyboard ?,ENTY,What,WDT,np,VBZ,0,0,0,0,0
What is the plural of gulf ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What's the literary term for a play on words ?,ENTY,What,WP,ROOT,VBZ,0,0,0,0,0
What color were their horses ?,ENTY,What,WDT,np,VBD,0,0,0,0,0
What kind of education do I need to become a flight attendant ?,ENTY,What,WDT,np,VB,0,0,0,0,0
What are the two languages of Malta ?,ENTY,What,WP,ROOT,VBP,0,1,0,0,1
What do you call a group of geese ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What was Mel Gibson's first movie ?,ENTY,What,WP,ROOT,VBD,1,0,0,0,1
What horse did Zorro ride ?,ENTY,What,WDT,np,VB,1,0,0,0,0
What was Connecticut's first constitution called ?,ENTY,What,WP,ROOT,VBD,0,1,0,0,1
What historical event happened in Dogtown in 1899 ?,ENTY,What,WDT,np,VBD,1,0,0,1,0
What is the most common kind of skin cancer in the U.S. ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What are two plants that clothes are made from ?,ENTY,What,WP,np,VBP,0,0,0,0,1
What is the most heavily caffeinated soft drink ?,ENTY,What,WP,np,VBN,0,0,0,0,0
What language is mostly spoken in Brazil ?,ENTY,What,WDT,np,VBN,0,1,0,0,0
What does a topophobic actor suffer from ?,ENTY,What,WP,aux,VB,0,0,0,0,0
What type of hunting are retrievers used for ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
Italy is the largest producer of what ?,ENTY,Italy,NNP,ROOT,VBZ,0,1,0,0,0
What infectious disease is the world's deadliest ?,ENTY,What,WP,np,VBZ,0,0,0,0,0
What was the name of the orca that died of a fungal infection ?,ENTY,What,WP,ROOT,VBD,0,0,0,0,0
What is Mississippi's state animal ?,ENTY,What,WP,ROOT,VBZ,0,1,0,0,0
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,ENTY,What,WP,np,VBD,1,0,1,0,0
What Italian liner was hijacked in 1985 ?,ENTY,What,WP,np,VBN,1,0,0,1,0
What soap was touted as being '' for people who like people '' ?,ENTY,What,WDT,np,VBN,0,0,0,0,0
What are some tips for building a fire in a fireplace ?,ENTY,What,WP,ROOT,VBP,0,0,0,0,0
What do manatees eat ?,ENTY,What,WP,aux,VB,0,0,0,0,0
How do you say 2 in Latin ?,ENTY,How,WRB,aux,VB,0,0,1,0,1
